"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11.11D","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","1/37","23/21869",0.0382166931659499,0.257035216616257,0.225801061036728,"AT5G60460",1
"11.11D","GO:0009638","phototropism","1/37","24/21869",0.0398456404493369,0.257035216616257,0.225801061036728,"AT3G44610",1
"11.11D","GO:0009959","negative gravitropism","1/37","24/21869",0.0398456404493369,0.257035216616257,0.225801061036728,"AT2G17990",1
"11.11D","GO:0010187","negative regulation of seed germination","1/37","24/21869",0.0398456404493369,0.257035216616257,0.225801061036728,"AT4G11260",1
"11.11D","GO:0048449","floral organ formation","1/37","25/21869",0.0414719032693578,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0010496","intercellular transport","1/37","26/21869",0.043095485927252,0.257035216616257,0.225801061036728,"AT1G09560",1
"11.11D","GO:0019432","triglyceride biosynthetic process","1/37","26/21869",0.043095485927252,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","1/37","26/21869",0.043095485927252,0.257035216616257,0.225801061036728,"AT3G62080",1
"11.11D","GO:0002831","regulation of response to biotic stimulus","2/37","197/21869",0.0437564250950034,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0010268","brassinosteroid homeostasis","1/37","27/21869",0.0447163927175599,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0032101","regulation of response to external stimulus","2/37","202/21869",0.0457716036444405,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0006282","regulation of DNA repair","1/37","28/21869",0.046334627928138,0.257035216616257,0.225801061036728,"AT1G24290",1
"11.11D","GO:0043666","regulation of phosphoprotein phosphatase activity","1/37","28/21869",0.046334627928138,0.257035216616257,0.225801061036728,"AT3G45190",1
"11.11D","GO:0009593","detection of chemical stimulus","1/37","29/21869",0.0479501958401689,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0046460","neutral lipid biosynthetic process","1/37","29/21869",0.0479501958401689,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0046463","acylglycerol biosynthetic process","1/37","29/21869",0.0479501958401689,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0090351","seedling development","2/37","209/21869",0.0486498241133801,0.257035216616257,0.225801061036728,"AT4G11260/AT4G39400",2
"11.11D","GO:0050821","protein stabilization","1/37","30/21869",0.0495631007281686,0.257035216616257,0.225801061036728,"AT4G11260",1
"11.11D","GO:0017004","cytochrome complex assembly","1/37","31/21869",0.0511733468599993,0.257035216616257,0.225801061036728,"AT3G26710",1
"11.11D","GO:0010584","pollen exine formation","1/37","32/21869",0.052780938496879,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0010921","regulation of phosphatase activity","1/37","32/21869",0.052780938496879,0.257035216616257,0.225801061036728,"AT3G45190",1
"11.11D","GO:0002682","regulation of immune system process","2/37","219/21869",0.0528734833726393,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0050776","regulation of immune response","2/37","219/21869",0.0528734833726393,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0006641","triglyceride metabolic process","1/37","33/21869",0.0543858798933904,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0048646","anatomical structure formation involved in morphogenesis","2/37","225/21869",0.0554689168342816,0.257035216616257,0.225801061036728,"AT3G01460/AT4G39400",2
"11.11D","GO:0032509","endosome transport via multivesicular body sorting pathway","1/37","34/21869",0.0559881752974911,0.257035216616257,0.225801061036728,"AT3G62080",1
"11.11D","GO:0071985","multivesicular body sorting pathway","1/37","35/21869",0.0575878289505248,0.257035216616257,0.225801061036728,"AT3G62080",1
"11.11D","GO:2001020","regulation of response to DNA damage stimulus","1/37","35/21869",0.0575878289505248,0.257035216616257,0.225801061036728,"AT1G24290",1
"11.11D","GO:0006638","neutral lipid metabolic process","1/37","37/21869",0.0607792279357526,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0006639","acylglycerol metabolic process","1/37","37/21869",0.0607792279357526,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0010223","secondary shoot formation","1/37","37/21869",0.0607792279357526,0.257035216616257,0.225801061036728,"AT3G01460",1
"11.11D","GO:0010346","shoot axis formation","1/37","37/21869",0.0607792279357526,0.257035216616257,0.225801061036728,"AT3G01460",1
"11.11D","GO:0006631","fatty acid metabolic process","2/37","237/21869",0.0607923135891583,0.257035216616257,0.225801061036728,"AT1G24360/AT5G47720",2
"11.11D","GO:0035304","regulation of protein dephosphorylation","1/37","38/21869",0.0623709817176494,0.257035216616257,0.225801061036728,"AT3G45190",1
"11.11D","GO:0010228","vegetative to reproductive phase transition of meristem","2/37","241/21869",0.0626048483881781,0.257035216616257,0.225801061036728,"AT5G63510/AT3G01460",2
"11.11D","GO:0045047","protein targeting to ER","1/37","39/21869",0.0639601106479067,0.257035216616257,0.225801061036728,"AT5G60460",1
"11.11D","GO:0072599","establishment of protein localization to endoplasmic reticulum","1/37","39/21869",0.0639601106479067,0.257035216616257,0.225801061036728,"AT5G60460",1
"11.11D","GO:0009690","cytokinin metabolic process","1/37","40/21869",0.065546618934944,0.257035216616257,0.225801061036728,"AT5G19040",1
"11.11D","GO:0031647","regulation of protein stability","1/37","40/21869",0.065546618934944,0.257035216616257,0.225801061036728,"AT4G11260",1
"11.11D","GO:0060548","negative regulation of cell death","1/37","40/21869",0.065546618934944,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:1900150","regulation of defense response to fungus","1/37","40/21869",0.065546618934944,0.257035216616257,0.225801061036728,"AT4G11260",1
"11.11D","GO:0001763","morphogenesis of a branching structure","1/37","41/21869",0.0671305107806267,0.257035216616257,0.225801061036728,"AT3G01460",1
"11.11D","GO:0009911","positive regulation of flower development","1/37","41/21869",0.0671305107806267,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0006635","fatty acid beta-oxidation","1/37","42/21869",0.0687117903802748,0.257035216616257,0.225801061036728,"AT5G47720",1
"11.11D","GO:0009408","response to heat","2/37","257/21869",0.0700368227678615,0.257035216616257,0.225801061036728,"AT1G76560/AT4G11260",2
"11.11D","GO:0050832","defense response to fungus","2/37","260/21869",0.0714616418673087,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0035303","regulation of dephosphorylation","1/37","44/21869",0.0718665295900819,0.257035216616257,0.225801061036728,"AT3G45190",1
"11.11D","GO:0010109","regulation of photosynthesis","1/37","45/21869",0.073439997558245,0.257035216616257,0.225801061036728,"AT1G76560",1
"11.11D","GO:0048444","floral organ morphogenesis","1/37","45/21869",0.073439997558245,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0045324","late endosome to vacuole transport","1/37","46/21869",0.0750108699964024,0.257035216616257,0.225801061036728,"AT3G62080",1
"11.11D","GO:0009853","photorespiration","1/37","47/21869",0.076579151067297,0.257035216616257,0.225801061036728,"AT5G63510",1
"11.11D","GO:0010208","pollen wall assembly","1/37","47/21869",0.076579151067297,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:0019395","fatty acid oxidation","1/37","48/21869",0.0781448449271864,0.257035216616257,0.225801061036728,"AT5G47720",1
"11.11D","GO:0031347","regulation of defense response","2/37","275/21869",0.0787268325493927,0.257035216616257,0.225801061036728,"AT3G04570/AT4G11260",2
"11.11D","GO:0002832","negative regulation of response to biotic stimulus","1/37","49/21869",0.079707955725853,0.257035216616257,0.225801061036728,"AT3G04570",1
"11.11D","GO:0009062","fatty acid catabolic process","1/37","49/21869",0.079707955725853,0.257035216616257,0.225801061036728,"AT5G47720",1
"11.11D","GO:0032102","negative regulation of response to external stimulus","1/37","49/21869",0.079707955725853,0.257035216616257,0.225801061036728,"AT3G04570",1
"11.11D","GO:0009247","glycolipid biosynthetic process","1/37","50/21869",0.0812684876066108,0.257035216616257,0.225801061036728,"AT1G12640",1
"11.11D","GO:0010927","cellular component assembly involved in morphogenesis","1/37","50/21869",0.0812684876066108,0.257035216616257,0.225801061036728,"AT4G39400",1
"11.11D","GO:2000243","positive regulation of reproductive process","1/37","65/21869",0.10436979345027,0.272967152100705,0.239796995072988,"AT4G39400",1
"11.11D","GO:0009742","brassinosteroid mediated signaling pathway","1/37","76/21869",0.120950537628378,0.277611835159708,0.243877270051291,"AT4G39400",1
"11.11D","GO:0043401","steroid hormone mediated signaling pathway","1/37","76/21869",0.120950537628378,0.277611835159708,0.243877270051291,"AT4G39400",1
"11.11D","GO:0048545","response to steroid hormone","1/37","76/21869",0.120950537628378,0.277611835159708,0.243877270051291,"AT4G39400",1
"11.11D","GO:0071383","cellular response to steroid hormone stimulus","1/37","76/21869",0.120950537628378,0.277611835159708,0.243877270051291,"AT4G39400",1
"11.11D","GO:0006261","DNA-dependent DNA replication","1/37","146/21869",0.219678666377528,0.337585295224223,0.29656293349806,"AT1G24290",1
"11.11D","GO:0051668","localization within membrane","1/37","169/21869",0.249696757934495,0.355589100304621,0.312378969694849,"AT5G60460",1
"11.11D","GO:0036294","cellular response to decreased oxygen levels","1/37","244/21869",0.339980619968221,0.410998793917138,0.361055442024731,"AT1G76560",1
"11.11G","GO:0007623","circadian rhythm","14/404","150/21869",7.91480126859622e-07,0.000486364537955238,0.000431981521870225,"AT1G77180/AT5G56860/AT4G02570/AT5G28770/AT3G54500/AT5G64940/AT1G01060/AT2G46830/AT5G15850/AT4G00150/AT4G25100/AT5G17300/AT5G24930/AT5G02840",14
"11.11G","GO:0048511","rhythmic process","14/404","150/21869",7.91480126859622e-07,0.000486364537955238,0.000431981521870225,"AT1G77180/AT5G56860/AT4G02570/AT5G28770/AT3G54500/AT5G64940/AT1G01060/AT2G46830/AT5G15850/AT4G00150/AT4G25100/AT5G17300/AT5G24930/AT5G02840",14
"11.11G","GO:0014070","response to organic cyclic compound","19/404","315/21869",7.17420595814534e-06,0.00293903304085354,0.00261040406266551,"AT3G01420/AT1G71830/AT4G18710/AT4G35230/AT3G16570/AT1G07200/AT1G32130/AT5G04240/AT5G46760/AT4G05320/AT1G15780/AT3G03450/AT3G50750/AT5G48485/AT4G37610/AT4G00720/AT1G78300/AT2G45820/AT2G43710",19
"11.11G","GO:0032787","monocarboxylic acid metabolic process","22/404","489/21869",0.000125629031716311,0.0215708108760788,0.0191588633279035,"AT1G68530/AT2G26250/AT3G01420/AT3G07560/AT3G51840/AT5G52920/AT3G14990/AT5G67160/AT1G15780/AT3G14440/AT2G21330/AT4G30950/AT4G34350/AT5G04660/AT2G15090/AT4G16690/AT4G27030/AT1G44350/AT4G25050/AT3G16950/AT5G62470/AT2G43710",22
"11.11G","GO:0045454","cell redox homeostasis","6/404","45/21869",0.000169623330199214,0.0215708108760788,0.0191588633279035,"AT3G54660/AT4G16155/AT3G24170/AT4G35090/AT3G16950/AT5G54290",6
"11.11G","GO:0009658","chloroplast organization","14/404","243/21869",0.000184288408427703,0.0215708108760788,0.0191588633279035,"AT5G26742/AT5G56860/AT5G08050/AT3G56290/AT5G23730/AT2G30520/AT3G02380/AT5G13770/AT1G64500/AT1G62750/AT2G30040/AT5G24120/AT5G51020/AT5G67385",14
"11.11G","GO:0072330","monocarboxylic acid biosynthetic process","14/404","243/21869",0.000184288408427703,0.0215708108760788,0.0191588633279035,"AT1G68530/AT2G26250/AT3G01420/AT5G52920/AT3G14990/AT5G67160/AT1G15780/AT3G14440/AT4G30950/AT2G15090/AT4G27030/AT4G25050/AT5G62470/AT2G43710",14
"11.11G","GO:0009414","response to water deprivation","19/404","406/21869",0.000219221507976568,0.0215708108760788,0.0191588633279035,"AT2G15970/AT1G32230/AT4G38680/AT3G16640/AT3G14440/AT3G53420/AT3G61430/AT2G47180/AT3G16800/AT4G34000/AT3G18490/AT5G13780/AT2G45960/AT4G37790/AT3G23920/AT1G56280/AT5G62470/AT3G51920/AT3G63520",19
"11.11G","GO:0006633","fatty acid biosynthetic process","10/404","138/21869",0.00025113814379836,0.0215708108760788,0.0191588633279035,"AT1G68530/AT2G26250/AT3G01420/AT5G52920/AT1G15780/AT4G30950/AT2G15090/AT4G27030/AT4G25050/AT2G43710",10
"11.11G","GO:0001101","response to acid chemical","20/404","448/21869",0.000279404475919982,0.0215708108760788,0.0191588633279035,"AT2G15970/AT1G32230/AT4G38680/AT3G16640/AT3G14440/AT3G53420/AT3G61430/AT2G47180/AT3G16800/AT4G34000/AT1G42540/AT3G18490/AT5G13780/AT2G45960/AT4G37790/AT3G23920/AT1G56280/AT5G62470/AT3G51920/AT3G63520",20
"11.11G","GO:0019725","cellular homeostasis","14/404","254/21869",0.000290267157681104,0.0215708108760788,0.0191588633279035,"AT3G54660/AT4G16155/AT1G09575/AT5G56860/AT5G28770/AT3G28710/AT3G24170/AT4G35090/AT3G15353/AT1G42540/AT3G16950/AT5G47560/AT5G54290/AT5G62670",14
"11.11G","GO:0009415","response to water","19/404","416/21869",0.000297439591484103,0.0215708108760788,0.0191588633279035,"AT2G15970/AT1G32230/AT4G38680/AT3G16640/AT3G14440/AT3G53420/AT3G61430/AT2G47180/AT3G16800/AT4G34000/AT3G18490/AT5G13780/AT2G45960/AT4G37790/AT3G23920/AT1G56280/AT5G62470/AT3G51920/AT3G63520",19
"11.11G","GO:0046394","carboxylic acid biosynthetic process","21/404","485/21869",0.000298375740352595,0.0215708108760788,0.0191588633279035,"AT1G68530/AT2G26250/AT3G01420/AT3G61440/AT3G48560/AT5G52920/AT3G14990/AT2G46750/AT5G67160/AT1G15780/AT3G14440/AT4G26850/AT4G30950/AT1G55920/AT2G15090/AT4G27030/AT1G23310/AT3G55610/AT4G25050/AT5G62470/AT2G43710",21
"11.11G","GO:0021700","developmental maturation","13/404","230/21869",0.000372984764949943,0.0241262250591305,0.0214285430057114,"AT3G61440/AT1G71830/AT3G16640/AT3G18780/AT4G18710/AT5G52920/AT4G03190/AT1G01040/AT1G12820/AT3G03450/AT1G75110/AT4G00150/AT5G62470",13
"11.11G","GO:0051644","plastid localization","5/404","35/21869",0.000431633683022672,0.024287666205604,0.021571932555532,"AT4G28080/AT1G15290/AT2G30520/AT1G64500/AT5G67385",5
"11.11G","GO:0120253","hydrocarbon catabolic process","3/404","10/21869",0.000681831167652319,0.033518820201788,0.029770901930756,"AT1G54500/AT3G14440/AT3G63520",3
"11.11G","GO:1901617","organic hydroxy compound biosynthetic process","12/404","216/21869",0.000722286731760214,0.034141938205127,0.0303243457828074,"AT3G01420/AT3G14990/AT5G67160/AT3G14440/AT1G11680/AT1G74470/AT2G38210/AT2G38230/AT5G24150/AT5G47110/AT5G62470/AT4G37760",12
"11.11G","GO:0009638","phototropism","4/404","24/21869",0.000909699046344347,0.0414081528873038,0.036778086201134,"AT2G44830/AT1G18810/AT5G04190/AT2G30520",4
"11.11G","GO:0015979","photosynthesis","12/404","225/21869",0.00103011852954639,0.0452148454575898,0.0401591321481055,"AT2G47400/AT3G63540/AT1G54500/AT4G23890/AT5G49740/AT1G03600/AT1G32060/AT4G30950/AT1G75540/AT3G26650/AT1G16720/AT5G24120",12
"11.11G","GO:0015995","chlorophyll biosynthetic process","6/404","64/21869",0.00116337122369228,0.0477445823654846,0.0424060056640037,"AT5G56860/AT1G58290/AT1G44446/AT1G74470/AT4G25080/AT5G47110",6
"11.11G","GO:0048581","negative regulation of post-embryonic development","8/404","113/21869",0.00119856491394788,0.0477445823654846,0.0424060056640037,"AT3G33520/AT5G56860/AT5G04240/AT5G65070/AT3G03450/AT2G31380/AT4G00050/AT4G27310",8
"11.11G","GO:0048580","regulation of post-embryonic development","16/404","362/21869",0.00123275060188826,0.0477445823654846,0.0424060056640037,"AT3G33520/AT5G56860/AT5G06110/AT5G04240/AT5G65070/AT1G01040/AT3G03450/AT2G31380/AT3G02380/AT5G15850/AT4G00050/AT5G24930/AT2G24790/AT5G62470/AT4G27310/AT5G05700",16
"11.11G","GO:0009970","cellular response to sulfate starvation","3/404","14/21869",0.00195759990154443,0.0628685346897601,0.0558388681198075,"AT1G43700/AT4G35090/AT1G55920",3
"11.11G","GO:0006625","protein targeting to peroxisome","3/404","17/21869",0.0035098240130088,0.0770281019997825,0.0684151785994385,"AT3G07560/AT5G17550/AT5G56290",3
"11.11G","GO:0072663","establishment of protein localization to peroxisome","3/404","17/21869",0.0035098240130088,0.0770281019997825,0.0684151785994385,"AT3G07560/AT5G17550/AT5G56290",3
"11.11G","GO:0009627","systemic acquired resistance","6/404","83/21869",0.00437276707741481,0.0895688456357135,0.0795536747241958,"AT3G01420/AT1G09750/AT3G18490/AT5G48485/AT1G44350/AT4G25050",6
"11.11G","GO:0015919","peroxisomal membrane transport","3/404","19/21869",0.00486665994976465,0.0980512307911598,0.0870875991010516,"AT3G07560/AT5G17550/AT5G56290",3
"11.11G","GO:0009409","response to cold","15/404","400/21869",0.00786904426048421,0.13738871501232,0.122026549156589,"AT1G68530/AT2G15970/AT2G26250/AT4G38680/AT4G16420/AT1G32060/AT2G39730/AT3G08730/AT4G35090/AT2G47180/AT1G01060/AT2G46830/AT3G26650/AT4G37610/AT5G62470",15
"11.11G","GO:0062197","cellular response to chemical stress","7/404","123/21869",0.00793702096491026,0.13738871501232,0.122026549156589,"AT1G66330/AT3G01420/AT1G43700/AT3G14990/AT5G64940/AT4G25100/AT5G24120",7
"11.11G","GO:0048768","root hair cell tip growth","3/404","23/21869",0.00842278559434403,0.143772270770122,0.12769632545811,"AT3G16640/AT3G18780/AT4G00150",3
"11.11G","GO:0009292","genetic transfer","3/404","26/21869",0.0118718499998784,0.167706938504029,0.148954730186012,"AT1G06230/AT1G43700/AT2G19480",3
"11.11G","GO:0009294","DNA mediated transformation","3/404","26/21869",0.0118718499998784,0.167706938504029,0.148954730186012,"AT1G06230/AT1G43700/AT2G19480",3
"11.11G","GO:2000241","regulation of reproductive process","14/404","388/21869",0.0136881569067914,0.181581065721291,0.161277517153851,"AT3G33520/AT1G20670/AT1G77180/AT5G56860/AT5G06110/AT5G04240/AT5G65070/AT1G01040/AT3G03450/AT3G02380/AT5G15850/AT5G24930/AT2G24790/AT5G62470",14
"11.11G","GO:0006833","water transport","3/404","30/21869",0.0175615582328838,0.20361467045485,0.180847426886797,"AT3G53420/AT3G61430/AT2G45960",3
"11.11G","GO:0046148","pigment biosynthetic process","7/404","150/21869",0.0216552222930639,0.230731007138442,0.204931741169598,"AT5G56860/AT5G46760/AT1G58290/AT1G44446/AT1G74470/AT4G25080/AT5G47110",7
"11.11G","GO:0042440","pigment metabolic process","8/404","187/21869",0.0232796134134799,0.230731007138442,0.204931741169598,"AT5G56860/AT5G46760/AT1G58290/AT1G44446/AT1G74470/AT4G16690/AT4G25080/AT5G47110",8
"11.11G","GO:0045926","negative regulation of growth","3/404","36/21869",0.0284872236842782,0.243336767512565,0.216127984163873,"AT5G54310/AT3G16570/AT3G16800",3
"11.11G","GO:0006006","glucose metabolic process","3/404","45/21869",0.0502010266479676,0.305292843785438,0.271156420714744,"AT2G21330/AT4G26850/AT3G26650",3
"11.11G","GO:0051592","response to calcium ion","2/404","20/21869",0.0519600924802678,0.305292843785438,0.271156420714744,"AT5G23060/AT3G51920",2
"11.11G","GO:0051017","actin filament bundle assembly","2/404","21/21869",0.0567453668767139,0.305292843785438,0.271156420714744,"AT3G55770/AT1G64500",2
"11.11G","GO:0061572","actin filament bundle organization","2/404","21/21869",0.0567453668767139,0.305292843785438,0.271156420714744,"AT3G55770/AT1G64500",2
"11.11G","GO:0090332","stomatal closure","3/404","53/21869",0.0745465298572932,0.349464950234198,0.310389408070629,"AT5G23060/AT3G16640/AT3G58490",3
"11.11G","GO:0062013","positive regulation of small molecule metabolic process","2/404","27/21869",0.0883013205083569,0.369282218047412,0.327990801349121,"AT1G15780/AT5G47110",2
"11.11G","GO:0052542","defense response by callose deposition","2/404","29/21869",0.099748154995899,0.392918213108846,0.348983929590915,"AT4G26850/AT4G16990",2
"11.11G","GO:0120255","olefinic compound biosynthetic process","3/404","63/21869",0.110842737200764,0.42044976549302,0.373437032089642,"AT1G05010/AT3G14440/AT5G62470",3
"11.11G","GO:0016032","viral process","2/404","31/21869",0.111579740889574,0.420648777770818,0.373613791741971,"AT5G04430/AT5G51020",2
"11.11G","GO:0010025","wax biosynthetic process","2/404","35/21869",0.136226459946492,0.467660109704579,0.415368535620443,"AT1G68530/AT5G62470",2
"11.11I","GO:0009959","negative gravitropism","2/58","24/21869",0.00183771704620212,0.19331959070794,0.175329004138689,"AT3G14870/AT4G37650",2
"11.11I","GO:0045892","negative regulation of transcription, DNA-templated","4/58","219/21869",0.00271982820900443,0.19331959070794,0.175329004138689,"AT1G19350/AT1G79960/AT2G18500/AT3G20310",4
"11.11I","GO:1902679","negative regulation of RNA biosynthetic process","4/58","221/21869",0.00281024090907032,0.19331959070794,0.175329004138689,"AT1G19350/AT1G79960/AT2G18500/AT3G20310",4
"11.11I","GO:1903507","negative regulation of nucleic acid-templated transcription","4/58","221/21869",0.00281024090907032,0.19331959070794,0.175329004138689,"AT1G19350/AT1G79960/AT2G18500/AT3G20310",4
"11.11I","GO:0051253","negative regulation of RNA metabolic process","4/58","232/21869",0.00334462959702319,0.19331959070794,0.175329004138689,"AT1G19350/AT1G79960/AT2G18500/AT3G20310",4
"11.11I","GO:0010017","red or far-red light signaling pathway","2/58","54/21869",0.00905511085797949,0.255753685865276,0.231952896668927,"AT3G62090/AT5G15840",2
"11.11I","GO:0071489","cellular response to red or far red light","2/58","56/21869",0.00971191488217266,0.255753685865276,0.231952896668927,"AT3G62090/AT5G15840",2
"11.11I","GO:0051211","anisotropic cell growth","1/58","10/21869",0.0262125915337521,0.334234843982221,0.303130490444629,"AT1G44120",1
"11.11I","GO:2000014","regulation of endosperm development","1/58","10/21869",0.0262125915337521,0.334234843982221,0.303130490444629,"AT5G16230",1
"11.11I","GO:0010275","NAD(P)H dehydrogenase complex assembly","1/58","11/21869",0.0287964091690986,0.334234843982221,0.303130490444629,"AT5G52780",1
"11.11I","GO:0098656","anion transmembrane transport","2/58","102/21869",0.0300620708965738,0.334234843982221,0.303130490444629,"AT1G06470/AT1G18420",2
"11.11I","GO:0015711","organic anion transport","2/58","108/21869",0.0333838713991804,0.334234843982221,0.303130490444629,"AT1G06470/AT1G18420",2
"11.11I","GO:0080142","regulation of salicylic acid biosynthetic process","1/58","13/21869",0.0339438479225224,0.334234843982221,0.303130490444629,"AT2G24300",1
"11.11I","GO:0002239","response to oomycetes","2/58","109/21869",0.0339509462434079,0.334234843982221,0.303130490444629,"AT2G34930/AT5G60280",2
"11.11I","GO:0009051","pentose-phosphate shunt, oxidative branch","1/58","14/21869",0.0365075035237531,0.334234843982221,0.303130490444629,"AT1G64190",1
"11.11I","GO:0043248","proteasome assembly","1/58","14/21869",0.0365075035237531,0.334234843982221,0.303130490444629,"AT5G14710",1
"11.11I","GO:1901703","protein localization involved in auxin polar transport","1/58","14/21869",0.0365075035237531,0.334234843982221,0.303130490444629,"AT4G09160",1
"11.11I","GO:0035999","tetrahydrofolate interconversion","1/58","15/21869",0.0390644728578012,0.334234843982221,0.303130490444629,"AT1G50480",1
"11.11I","GO:1902456","regulation of stomatal opening","1/58","15/21869",0.0390644728578012,0.334234843982221,0.303130490444629,"AT1G05100",1
"11.11I","GO:2000038","regulation of stomatal complex development","1/58","16/21869",0.0416147730579592,0.334234843982221,0.303130490444629,"AT1G05100",1
"11.11I","GO:0090481","pyrimidine nucleotide-sugar transmembrane transport","1/58","17/21869",0.0441584212143967,0.334234843982221,0.303130490444629,"AT1G06470",1
"11.11I","GO:1900057","positive regulation of leaf senescence","1/58","18/21869",0.0466954343742711,0.334234843982221,0.303130490444629,"AT1G05100",1
"11.11I","GO:1990069","stomatal opening","1/58","19/21869",0.0492258295418281,0.334234843982221,0.303130490444629,"AT1G05100",1
"11.11I","GO:0009697","salicylic acid biosynthetic process","1/58","20/21869",0.0517496236785132,0.334234843982221,0.303130490444629,"AT2G24300",1
"11.11I","GO:0015743","malate transport","1/58","20/21869",0.0517496236785132,0.334234843982221,0.303130490444629,"AT1G18420",1
"11.11I","GO:0009657","plastid organization","3/58","319/21869",0.0527256075494224,0.334234843982221,0.303130490444629,"AT2G16070/AT4G37650/AT2G41660",3
"11.11I","GO:0010337","regulation of salicylic acid metabolic process","1/58","21/21869",0.0542668337030748,0.334234843982221,0.303130490444629,"AT2G24300",1
"11.11I","GO:0015740","C4-dicarboxylate transport","1/58","21/21869",0.0542668337030748,0.334234843982221,0.303130490444629,"AT1G18420",1
"11.11I","GO:0010020","chloroplast fission","1/58","23/21869",0.059281568877969,0.334234843982221,0.303130490444629,"AT2G16070",1
"11.11I","GO:0043572","plastid fission","1/58","23/21869",0.059281568877969,0.334234843982221,0.303130490444629,"AT2G16070",1
"11.11I","GO:0015780","nucleotide-sugar transmembrane transport","1/58","25/21869",0.0642701695665668,0.334234843982221,0.303130490444629,"AT1G06470",1
"11.11I","GO:0006636","unsaturated fatty acid biosynthetic process","1/58","26/21869",0.0667547113247218,0.334234843982221,0.303130490444629,"AT5G16230",1
"11.11I","GO:0007135","meiosis II","1/58","26/21869",0.0667547113247218,0.334234843982221,0.303130490444629,"AT1G04030",1
"11.11I","GO:0009956","radial pattern formation","1/58","26/21869",0.0667547113247218,0.334234843982221,0.303130490444629,"AT4G37650",1
"11.11I","GO:0061983","meiosis II cell cycle process","1/58","26/21869",0.0667547113247218,0.334234843982221,0.303130490444629,"AT1G04030",1
"11.11I","GO:0006730","one-carbon metabolic process","1/58","27/21869",0.0692327695925044,0.334234843982221,0.303130490444629,"AT1G50480",1
"11.11I","GO:0033559","unsaturated fatty acid metabolic process","1/58","27/21869",0.0692327695925044,0.334234843982221,0.303130490444629,"AT5G16230",1
"11.11I","GO:0006835","dicarboxylic acid transport","1/58","28/21869",0.0717043609927256,0.334234843982221,0.303130490444629,"AT1G18420",1
"11.11I","GO:0007140","male meiotic nuclear division","1/58","28/21869",0.0717043609927256,0.334234843982221,0.303130490444629,"AT1G04030",1
"11.11I","GO:0032350","regulation of hormone metabolic process","1/58","28/21869",0.0717043609927256,0.334234843982221,0.303130490444629,"AT4G37650",1
"11.11I","GO:0008356","asymmetric cell division","1/58","37/21869",0.0936603966797261,0.359876486470843,0.326385886473283,"AT4G37650",1
"11.11I","GO:0046246","terpene biosynthetic process","1/58","38/21869",0.0960682245009324,0.359876486470843,0.326385886473283,"AT4G38460",1
"11.11I","GO:0000470","maturation of LSU-rRNA","1/58","46/21869",0.115105873412619,0.37801815245735,0.342839264111747,"AT1G08360",1
"11.11I","GO:0044275","cellular carbohydrate catabolic process","1/58","46/21869",0.115105873412619,0.37801815245735,0.342839264111747,"AT1G64190",1
"11.11I","GO:0045930","negative regulation of mitotic cell cycle","1/58","49/21869",0.122142932556796,0.391990422485744,0.355511255505191,"AT4G37650",1
"11.11I","GO:0045036","protein targeting to chloroplast","1/58","52/21869",0.129124987287486,0.391990422485744,0.355511255505191,"AT2G16640",1
"11.11I","GO:0072596","establishment of protein localization to chloroplast","1/58","52/21869",0.129124987287486,0.391990422485744,0.355511255505191,"AT2G16640",1
"11.11I","GO:0009789","positive regulation of abscisic acid-activated signaling pathway","1/58","53/21869",0.131440188769694,0.391990422485744,0.355511255505191,"AT1G05100",1
"11.11I","GO:0072598","protein localization to chloroplast","1/58","55/21869",0.136052460055979,0.391990422485744,0.355511255505191,"AT2G16640",1
"11.11I","GO:0055088","lipid homeostasis","1/58","60/21869",0.147478092063779,0.394640450059557,0.357914667874083,"AT5G16230",1
